Ball of foot m,Bridge m,Heel m,Calf m,Inner shin m,Outer shin m,acc x m,acc y m,acc z m,gyro x m,gyro y m,gyro z m,Ball of foot s,Bridge s,Heel s,Calf s,Inner shin s,Outer shin s,acc x s,acc y s,acc z s,gyro x s,gyro y s,gyro z s
496.89,455.25,356.34,491.33,180.22,243.42,218.77,147.23,-14.559,-2143,-1765.5,-538.03,488.51,494.68,502.27,417.19,353.31,306.6,205.33,26.54,-108.8,-60.352,-931.07,1417.9
497.37,458.15,351.19,491.37,180.41,243.42,192.04,152.32,7.3111,-1965,-1759.5,-358.55,487.85,494.48,502.29,417.54,345.99,307.76,197.59,42.095,-100.94,154.67,-735.44,1297.7
497.88,461.21,345.88,491.37,180.63,243.44,178.46,147.4,21.024,-1603.9,-1698.8,-157.98,487.15,494.26,502.29,417.9,338.52,309.02,191.8,52.83,-100.04,301.2,-586.88,1177.5
498.42,464.4,340.46,491.33,180.88,243.46,181.82,134.91,24.477,-1132.6,-1593.4,34.16,486.39,494.03,502.3,418.27,330.94,310.35,189.43,58.271,-105,383.02,-485.32,1066.7
498.98,467.68,334.98,491.26,181.16,243.49,200.51,119.45,18.595,-628.89,-1453.9,191.56,485.58,493.78,502.3,418.64,323.29,311.76,190.62,58.324,-113.04,413.51,-425.06,974.73
499.58,471.01,329.48,491.14,181.48,243.52,228.22,105.96,6.8003,-163.48,-1290.1,294.72,484.7,493.52,502.3,419.01,315.6,313.24,194.49,53.115,-120.86,410.33,-397.08,909.79
500.19,474.35,324.02,490.99,181.85,243.55,256.2,98.156,-6.1842,209.87,-1110.6,333.17,483.75,493.24,502.29,419.39,307.87,314.76,199.77,43.013,-125.62,389.51,-391.47,877.56
500.83,477.67,318.67,490.8,182.26,243.59,276.28,97.736,-15.714,459.87,-925.25,306.62,482.72,492.94,502.28,419.75,300.13,316.33,205.43,28.846,-125.65,360.8,-399.44,880.52
501.48,480.92,313.46,490.56,182.71,243.62,283.42,104.28,-18.482,578.61,-747.46,224.85,481.6,492.63,502.27,420.12,292.38,317.92,211.01,12.191,-120.86,325.07,-414.71,917.92
502.15,484.06,308.48,490.29,183.22,243.65,276.95,115.58,-13.463,577.73,-597.06,106.84,480.39,492.29,502.25,420.48,284.62,319.52,216.57,-4.536,-112.67,274.22,-434.16,986.44
502.82,487.07,303.77,489.98,183.78,243.67,260.26,128.2,-2.3289,480.98,-501.7,-21.119,479.1,491.93,502.24,420.83,276.84,321.13,222.53,-18.396,-103.45,193.24,-457.59,1081.4
503.48,489.9,299.38,489.63,184.38,243.68,239.27,138.23,10.882,315.22,-495.7,-127.9,477.71,491.55,502.22,421.17,269.02,322.72,229.24,-26.678,-95.636,63.934,-486.92,1198
504.13,492.54,295.38,489.25,185.04,243.69,220.31,142,20.886,102.09,-615.7,-180.99,476.25,491.15,502.2,421.5,261.15,324.28,236.57,-27.767,-90.632,-130.65,-525.05,1333.2
504.77,494.94,291.81,488.84,185.74,243.69,208.37,136.92,22.788,-147.27,-893.2,-150.75,474.7,490.72,502.18,421.81,253.2,325.81,243.51,-21.719,-88.303,-401.72,-574.74,1485.9
505.38,497.09,288.7,488.41,186.49,243.67,206.12,122.15,13.75,-433.45,-1344.9,-15.268,473.08,490.27,502.16,422.1,245.16,327.28,248.07,-10.21,-87.144,-751.23,-637.68,1658.1
505.96,498.96,286.1,487.95,187.27,243.64,213.73,99.03,-5.8568,-765.46,-1962.9,234.62,471.39,489.8,502.14,422.37,236.99,328.69,247.52,4.1357,-85.14,-1170,-713.68,1853.6
506.5,500.55,284.03,487.47,188.1,243.6,229.46,71.072,-32.174,-1154.2,-2707.3,591.2,469.66,489.31,502.12,422.62,228.69,330.02,239.21,18.689,-80.853,-1638.1,-799.96,2077.6
507.01,501.84,282.52,486.98,188.95,243.55,250.69,43.38,-58.636,-1604.5,-3504.5,1027.9,467.88,488.8,502.1,422.85,220.22,331.27,221.5,31.635,-74.205,-2126.4,-890.78,2333.6
507.47,502.82,281.57,486.49,189.82,243.48,274.97,21.585,-77.687,-2107.3,-4252.9,1500.5,466.07,488.26,502.08,423.05,211.57,332.42,194.72,42.331,-66.65,-2601.1,-977.49,2620.9
507.89,503.49,281.19,485.99,190.72,243.4,300.68,10.583,-83.034,-2636.2,-4837.2,1951.8,464.24,487.71,502.06,423.22,202.73,333.48,161.77,51.109,-60.672,-3027.3,-1049.2,2931.5
508.25,503.85,281.39,485.49,191.62,243.3,327.19,13.436,-71.76,-3147.7,-5149.3,2320.3,462.4,487.15,502.05,423.36,193.69,334.43,128.15,58.576,-58.855,-3373.6,-1093.9,3248.1
508.57,503.9,282.14,484.99,192.53,243.19,354.26,30.727,-45.495,-3588.1,-5111.4,2551,460.58,486.56,502.03,423.48,184.47,335.27,101.46,64.648,-62.873,-3616,-1100.3,3543.1
508.84,503.66,283.45,484.51,193.44,243.07,381.16,60.488,-10.147,-3903.9,-4696.2,2607.2,458.78,485.97,502.02,423.56,175.06,335.99,89.971,67.754,-72.81,-3740.5,-1058.9,3781.2
509.06,503.13,285.27,484.04,194.34,242.94,405.9,98.599,25.8,-4054.2,-3939,2479.1,457.01,485.37,502.01,423.62,165.5,336.61,100.49,64.825,-87.101,-3744.3,-963.87,3924
509.24,502.32,287.58,483.59,195.22,242.8,424.93,139.41,53.776,-4021.9,-2937.2,2189.3,455.29,484.76,502,423.65,155.8,337.11,135.67,52.492,-103.13,-3635.6,-814.37,3938
509.37,501.27,290.34,483.16,196.09,242.66,433.69,176.41,67.499,-3819.6,-1835.2,1790.7,453.64,484.15,501.99,423.65,146.02,337.51,191.83,29.242,-118.27,-3432.8,-615.76,3802.7
509.47,499.98,293.52,482.76,196.92,242.51,427.99,202.92,64.486,-3489.4,-799.47,1358.1,452.05,483.54,501.99,423.63,136.19,337.8,258.45,-2.5777,-130.83,-3161.7,-379.9,3518.6
509.53,498.48,297.07,482.38,197.73,242.35,405.95,213.07,46.37,-3096,13.692,973.67,450.55,482.94,501.98,423.58,126.38,337.99,320.27,-36.423,-140.5,-2853.2,-124.38,3109.6
509.56,496.8,300.95,482.03,198.5,242.19,369.64,203.14,18.121,-2713.8,489,710.79,449.14,482.35,501.98,423.51,116.64,338.09,361.83,-63.727,-148.02,-2539.8,129.71,2622.1
509.56,494.96,305.09,481.71,199.23,242.03,325.36,173.12,-13.471,-2410.8,574.5,618.16,447.84,481.77,501.98,423.43,107.04,338.11,373.08,-77.807,-154.25,-2252,360.8,2117.1
509.55,492.99,309.46,481.42,199.92,241.88,282.26,127.64,-41.598,-2233.9,290.62,709.39,446.65,481.21,501.98,423.33,97.658,338.05,353.66,-77.305,-159.12,-2013.9,549.72,1659.6
509.51,490.92,314,481.17,200.57,241.73,249.58,75.737,-61.09,-2197.2,-276.11,959.75,445.57,480.68,501.98,423.22,88.56,337.93,313.67,-66.938,-161.12,-1839.1,681.97,1306.3
509.46,488.78,318.66,480.94,201.17,241.58,233.45,28.919,-69.484,-2279.5,-992.73,1311.3,444.62,480.17,501.99,423.11,79.823,337.76,270.24,-54.922,-157.66,-1728.4,748.97,1095.1
509.4,486.6,323.38,480.75,201.72,241.44,234.76,-1.9355,-67.245,-2429,-1707.9,1684.9,443.79,479.69,501.99,422.99,71.52,337.54,240.86,-48.563,-146.3,-1670.5,748.82,1039.7
509.34,484.4,328.13,480.59,202.23,241.31,248.95,-9.7765,-57.141,-2576.4,-2282.2,1996.7,443.1,479.25,501.99,422.88,63.719,337.3,236.27,-50.504,-126.23,-1645.9,686.68,1129.1
509.28,482.23,332.85,480.46,202.69,241.18,267.71,6.5444,-43.149,-2651.5,-2613.3,2174.9,442.54,478.84,502,422.77,56.484,337.04,256.06,-57.55,-99.248,-1633.4,574.94,1332.3
509.22,480.11,337.5,480.36,203.1,241.07,282.15,42.132,-29.378,-2599.5,-2652.5,2173.4,442.12,478.48,502,422.67,49.874,336.77,289.09,-62.409,-69.54,-1616.5,432.85,1606.6
509.17,478.06,342.05,480.28,203.48,240.98,286.06,87.905,-19.425,-2393.6,-2408.4,1979.4,441.84,478.17,502,422.58,43.937,336.51,318.67,-57.246,-42.35,-1588.1,284.91,1905.2
509.12,476.12,346.46,480.23,203.81,240.89,278.1,133.73,-16.177,-2039.6,-1940,1614.1,441.7,477.9,502.01,422.5,38.713,336.26,329.87,-37.285,-21.97,-1551.1,157.88,2184.7
509.08,474.3,350.7,480.2,204.1,240.82,261.97,171.58,-21.751,-1573.5,-1339.4,1126.2,441.69,477.69,502.01,422.45,34.233,336.04,315.73,-2.9786,-10.099,-1514.5,76.483,2407.9
509.06,472.63,354.74,480.19,204.35,240.77,244.62,197.44,-37.193,-1052.4,-711.44,580.55,441.82,477.52,502.01,422.42,30.514,335.85,279.48,39.94,-5.3965,-1487,58.667,2545.6
509.04,471.13,358.56,480.2,204.57,240.72,233.19,211.4,-61.804,-542.39,-151.77,44.681,442.07,477.41,502.02,422.41,27.565,335.71,232.18,82.336,-4.4749,-1470.5,111.55,2576.2
509.03,469.81,362.15,480.23,204.76,240.7,232.14,216.18,-92.443,-105.47,269.28,-423.59,442.46,477.35,502.02,422.42,25.381,335.62,187.36,114.63,-3.8235,-1455.6,229.18,2485.7
509.04,468.7,365.49,480.27,204.93,240.68,241.64,215.22,-123.43,210.5,516.63,-784.77,442.96,477.34,502.02,422.46,23.948,335.58,155.46,129.68,-1.6501,-1422.6,392.9,2269.3
509.06,467.79,368.58,480.32,205.07,240.68,257.92,211.31,-147.55,378.34,591.81,-1021,443.58,477.38,502.02,422.53,23.239,335.6,140.48,124.64,1.2733,-1346,574.5,1933.2
509.09,467.1,371.41,480.38,205.19,240.69,275.11,206.1,-158.07,393.21,527.05,-1134.3,444.31,477.48,502.02,422.63,23.22,335.69,140.11,101.31,2.1448,-1204,741.74,1497.4
509.13,466.63,373.97,480.45,205.29,240.71,287.72,200.42,-151,270.28,374.05,-1140.5,445.14,477.62,502.02,422.74,23.846,335.84,148.51,65.264,-2.2655,-986.5,864.94,995.6
509.18,466.37,376.26,480.53,205.37,240.75,292.66,194.51,-126.68,39.523,190.48,-1062.4,446.05,477.81,502.02,422.89,25.067,336.05,159.96,24.371,-13.762,-702.56,923.19,473.88
509.24,466.34,378.29,480.61,205.44,240.79,290.02,188.2,-89.785,-260.88,27.14,-922.79,447.04,478.04,502.02,423.05,26.825,336.32,171.42,-12.735,-31.531,-381.03,908.66,-15.652
509.31,466.51,380.04,480.7,205.5,240.84,282.5,180.8,-47.983,-591.15,-81.674,-740.27,448.1,478.31,502.01,423.23,29.058,336.65,183.03,-38.117,-52.186,-66.211,828.07,-422.7
509.38,466.89,381.51,480.79,205.54,240.89,273.88,171.17,-9.6207,-915.52,-122.94,-528.33,449.21,478.61,502.01,423.43,31.701,337.03,196.8,-46.055,-70.996,191.78,700.89,-707.62
509.45,467.45,382.71,480.88,205.58,240.95,267.25,158.04,18.444,-1206.4,-104.29,-296.45,450.37,478.95,502.01,423.65,34.69,337.46,214.6,-34.555,-83.673,348.75,554.94,-848.38
509.53,468.19,383.63,480.98,205.62,241.02,264.02,140.73,32.318,-1446.7,-48.828,-52.633,451.55,479.31,502.01,423.87,37.959,337.93,236.55,-6.3345,-87.874,377.19,420.32,-844.01
509.61,469.09,384.26,481.08,205.64,241.08,263.83,119.96,31.577,-1630.3,12.979,194.29,452.74,479.69,502.01,424.09,41.446,338.44,260.46,31.402,-83.783,272.95,323.12,-713.65
509.69,470.13,384.59,481.18,205.67,241.14,265.42,98.169,18.942,-1761.2,52.01,433.59,453.93,480.08,502.01,424.31,45.089,338.97,282.32,68.737,-73.692,56.261,280.28,-491.87
509.78,471.3,384.61,481.28,205.69,241.2,267.76,79.226,-0.65258,-1850.1,47.62,653.08,455.11,480.49,502,424.53,48.833,339.51,297.52,95.93,-60.958,-233.1,296.6,-221.5
509.86,472.57,384.3,481.38,205.7,241.26,270.74,67.342,-21.352,-1911,-8.2807,840.69,456.25,480.9,502,424.74,52.629,340.06,302.36,106.41,-48.919,-544.72,364.43,54.085
509.94,473.93,383.66,481.49,205.72,241.31,275.17,65.567,-37.8,-1955.9,-110.72,986.36,457.35,481.31,502,424.93,56.433,340.6,295.2,98.667,-40.162,-828.27,466,297.78
510.01,475.36,382.65,481.6,205.73,241.36,282.04,74.473,-46.397,-1990.9,-244.28,1083.5,458.39,481.72,502,425.11,60.207,341.14,277.05,76.421,-36.221,-1043.3,577.68,483.61
510.09,476.84,381.27,481.71,205.74,241.4,291.58,91.611,-46.097,-2013.5,-387.58,1129.3,459.36,482.11,502,425.26,63.921,341.65,251.47,47.066,-37.57,-1166.2,675.05,599.07
510.16,478.35,379.5,481.83,205.75,241.42,302.63,112.06,-38.547,-2012,-518.34,1124.8,460.24,482.5,502,425.38,67.551,342.13,223.59,19.208,-43.723,-1192.4,737.82,645.01
510.23,479.88,377.32,481.95,205.75,241.44,312.87,129.93,-27.497,-1968.1,-617.63,1073.2,461.04,482.86,502,425.47,71.081,342.57,198.85,0.18869,-53.364,-1135.1,753.43,633.22
510.29,481.41,374.71,482.07,205.76,241.45,319.7,140.2,-17.63,-1862.3,-672.69,979.16,461.72,483.21,502.01,425.53,74.498,342.96,181.53,-5.6465,-64.518,-1019.8,718.82,582.43
510.35,482.94,371.68,482.2,205.77,241.45,321.56,140.13,-13.079,-1679.8,-677.93,847.73,462.3,483.52,502.01,425.55,77.798,343.31,173.78,2.3754,-74.882,-876.52,640.09,513.57
510.4,484.44,368.2,482.33,205.78,241.43,318.77,129.67,-16.039,-1416.8,-634.34,684.07,462.76,483.82,502.01,425.53,80.98,343.59,175.32,21.558,-82.343,-732.24,530.32,445.25
510.45,485.91,364.3,482.47,205.79,241.41,313.5,110.88,-25.929,-1084.2,-547.82,493.38,463.09,484.08,502.02,425.48,84.044,343.81,183.88,46.854,-85.603,-604.42,406.09,390.47
510.49,487.34,359.98,482.6,205.8,241.37,309,86.867,-39.503,-708.39,-426.77,281.16,463.31,484.31,502.02,425.38,86.997,343.96,196.05,72.261,-84.689,-497.68,283.61,355.13
510.53,488.71,355.26,482.74,205.81,241.32,308.33,60.901,-52.027,-327.53,-279.88,53.451,463.4,484.51,502.02,425.25,89.843,344.04,208.23,92.29,-81.08,-404,175.15,338.48
510.56,490.03,350.18,482.88,205.83,241.26,313.17,36.159,-59.19,14.862,-114.39,-182.98,463.36,484.68,502.03,425.09,92.591,344.05,217.33,103.14,-77.313,-306.36,86.691,335.05
510.59,491.28,344.76,483.02,205.85,241.19,323.14,15.932,-58.95,278.61,64.559,-420.62,463.21,484.82,502.03,424.89,95.245,343.99,221.21,103.36,-76.132,-184.72,17.349,337.31
510.61,492.46,339.07,483.16,205.87,241.11,335.73,3.7355,-52.399,435.36,253.37,-651.25,462.94,484.92,502.04,424.67,97.811,343.85,219.02,93.863,-79.467,-22.845,-39.416,338.14
510.62,493.56,333.17,483.3,205.9,241.02,346.94,2.7959,-43.13,474.81,448.56,-866.1,462.57,484.99,502.04,424.42,100.29,343.64,211.33,77.401,-87.623,185.81,-93.101,332.59
510.63,494.57,327.14,483.43,205.93,240.92,352.64,14.96,-35.425,407.12,644.73,-1055.9,462.09,485.04,502.05,424.15,102.68,343.36,200.19,57.755,-98.977,434.51,-152.76,318.55
510.63,495.49,321.05,483.56,205.97,240.82,350.05,39.651,-32.245,260.63,832.97,-1211.3,461.53,485.05,502.06,423.87,104.99,343.01,188.8,38.819,-110.31,702.95,-223.81,296.42
510.61,496.31,314.99,483.69,206.01,240.71,338.99,73.562,-34.095,75.252,1000.1,-1323.1,460.89,485.04,502.06,423.58,107.19,342.59,180.83,23.795,-117.69,960.38,-305.94,268.32
510.6,497.02,309.07,483.8,206.06,240.6,322.11,111.37,-39.247,-106.79,1129.3,-1383.3,460.18,485,502.07,423.29,109.29,342.11,179.26,14.631,-117.76,1171.5,-392.58,237.01
510.57,497.61,303.39,483.9,206.12,240.48,304.05,147.12,-45.021,-250.75,1202.9,-1386.5,459.42,484.95,502.07,423,111.27,341.58,185.39,11.805,-108.96,1303.5,-472.07,205.05
510.53,498.09,298.06,483.99,206.18,240.36,289.53,175.76,-49.289,-337.14,1205.4,-1330.8,458.62,484.87,502.08,422.72,113.11,340.99,198.23,14.468,-92.405,1333.7,-530.23,174.25
510.48,498.43,293.18,484.07,206.25,240.25,281.4,194.15,-51.374,-365.54,1127.9,-1219.4,457.79,484.78,502.08,422.46,114.8,340.35,214.73,20.901,-71.842,1253.8,-553.59,145.58
510.42,498.63,288.85,484.14,206.32,240.13,279.47,201.26,-51.914,-353.29,971,-1060.9,456.94,484.67,502.09,422.22,116.31,339.67,230.87,29.15,-52.745,1072,-532.43,119.36
510.36,498.69,285.18,484.19,206.41,240.01,280.96,197.82,-51.906,-329.61,746.63,-868.77,456.1,484.56,502.09,422.01,117.62,338.96,242.92,37.636,-40.641,811.13,-463.09,95.798
510.28,498.6,282.26,484.22,206.5,239.9,282.07,185.54,-51.565,-326.42,476.9,-659.85,455.26,484.44,502.09,421.83,118.71,338.21,248.62,45.542,-39.364,503.91,-348.88,75.57
510.2,498.35,280.17,484.24,206.59,239.79,280,166.69,-49.701,-368.54,190.99,-452.17,454.46,484.31,502.1,421.69,119.57,337.44,247.58,52.826,-49.836,186.25,-199.61,60.309
510.11,497.95,278.99,484.24,206.7,239.69,274.1,143.88,-44.012,-465.82,-79.778,-262.64,453.69,484.18,502.1,421.58,120.17,336.65,241.17,59.849,-69.79,-109.38,-29.785,52.749
510.01,497.38,278.77,484.23,206.8,239.59,265.61,120.03,-32.192,-609.41,-307.2,-104.98,452.97,484.06,502.1,421.52,120.5,335.85,231.87,66.8,-94.497,-359.15,143.82,56.36
509.91,496.65,279.57,484.2,206.91,239.49,256.59,98.189,-13.318,-773.23,-470.8,11.726,452.31,483.94,502.1,421.5,120.53,335.04,222.49,73.208,-118.16,-550.37,304.97,74.461
509.8,495.76,281.39,484.15,207.03,239.4,248.67,81.058,11.13,-920.2,-560.79,83.919,451.73,483.82,502.1,421.53,120.27,334.24,215.44,77.853,-135.5,-681.08,440.27,109.01
509.69,494.72,284.27,484.09,207.14,239.32,242.74,70.356,37.159,-1011.6,-578.89,113.71,451.23,483.72,502.1,421.6,119.7,333.44,212.24,79.177,-143.06,-757.1,540.82,159.46
509.58,493.54,288.18,484.02,207.26,239.25,239.53,66.225,59.231,-1016.9,-537,108.24,450.82,483.62,502.1,421.73,118.82,332.67,213.24,76.014,-139.86,-787.91,602.84,222.06
509.47,492.23,293.11,483.94,207.37,239.18,240.51,67.046,72.02,-921.85,-454.08,78.234,450.52,483.54,502.1,421.89,117.64,331.91,217.72,68.224,-127.35,-782.56,627.39,290.06
509.37,490.79,299.01,483.84,207.48,239.12,248.34,69.842,72.312,-732.12,-351.8,35.745,450.32,483.48,502.1,422.1,116.15,331.19,224.23,56.894,-108.78,-747.22,619.36,354.83
509.28,489.26,305.83,483.74,207.58,239.06,265.95,71.239,60.25,-472.32,-250.07,-8.4689,450.24,483.43,502.1,422.36,114.37,330.5,230.93,43.988,-88.306,-684.8,586.05,407.82
509.2,487.65,313.49,483.63,207.68,239.01,294.67,68.712,39.33,-180.45,-163.14,-47.488,450.29,483.4,502.09,422.65,112.31,329.85,236.03,31.668,-70.089,-596.65,535.66,442.67
509.13,485.97,321.91,483.52,207.76,238.97,332.29,61.66,15.133,100.64,-97.405,-79.887,450.46,483.39,502.09,422.98,109.99,329.25,238.1,21.609,-57.471,-485.37,475.86,457.05
509.08,484.26,331,483.41,207.83,238.93,372.29,51.784,-6.6689,332.66,-51.203,-109.91,450.77,483.41,502.08,423.34,107.43,328.71,236.38,14.593,-52.383,-357.39,412.74,453.29
509.04,482.55,340.65,483.3,207.88,238.9,405.08,42.52,-22.136,489.82,-16.611,-145.91,451.21,483.44,502.08,423.73,104.65,328.22,230.99,10.487,-55.038,-224,350.18,437.77
509.03,480.86,350.75,483.19,207.91,238.88,421.03,37.688,-30.007,563.61,17.375,-197.34,451.79,483.49,502.07,424.14,101.67,327.79,223.04,8.5682,-63.982,-99.895,289.56,418.85
509.04,479.21,361.18,483.09,207.92,238.86,413.86,39.947,-31.526,563.29,61.208,-271.16,452.51,483.57,502.06,424.58,98.518,327.43,214.54,8.0171,-76.502,0.20599,230.11,404.17
509.07,477.64,371.83,483,207.91,238.84,382.98,49.752,-29.409,512.29,121.72,-368.68,453.37,483.66,502.05,425.03,95.217,327.13,207.92,8.3816,-89.275,66.078,169.72,398.02
509.13,476.17,382.58,482.92,207.86,238.83,333.81,65.241,-26.499,441.44,200.37,-483.94,454.37,483.78,502.04,425.49,91.792,326.9,205.29,9.8,-99.141,95.67,106.14,399.81
509.21,474.83,393.31,482.86,207.79,238.83,276.17,83.004,-24.676,380.82,293.06,-604.15,455.5,483.91,502.03,425.96,88.269,326.73,207.57,12.892,-103.85,96.498,38.448,404.13
509.32,473.65,403.93,482.8,207.69,238.83,221.59,99.325,-24.352,352.4,391.44,-712.27,456.76,484.06,502.01,426.43,84.672,326.64,214,18.356,-102.64,83.908,-31.73,402.62
509.45,472.64,414.31,482.77,207.56,238.83,180.53,111.36,-24.669,365.08,485.11,-791.02,458.15,484.23,502,426.91,81.023,326.61,222.19,26.449,-96.521,76.596,-99.585,386.92
509.6,471.83,424.38,482.75,207.4,238.84,160.14,117.84,-24.202,413.44,563.96,-827.14,459.66,484.41,501.98,427.37,77.346,326.64,228.89,36.601,-88.133,90.799,-157.46,351.84
509.76,471.23,434.04,482.75,207.2,238.85,162.89,119.23,-21.817,480.39,620.34,-814.98,461.28,484.6,501.96,427.83,73.661,326.73,231.32,47.369,-81.06,135.11,-196.25,297.63
509.93,470.84,443.21,482.77,206.96,238.87,186.11,117.23,-17.299,542.79,650.32,-758.07,463,484.8,501.93,428.27,69.988,326.89,228.41,56.791,-78.734,207.63,-207.63,230.55
510.11,470.68,451.85,482.81,206.7,238.89,222.57,114.18,-11.488,578.46,654.21,-668.61,464.81,485.01,501.91,428.69,66.349,327.09,221.39,63.014,-83.169,296.24,-186.47,161.56
510.28,470.75,459.89,482.87,206.4,238.91,262.13,112.24,-5.9033,572.6,636.25,-564.71,466.7,485.23,501.89,429.09,62.763,327.35,213.44,64.955,-94.012,381.93,-132.84,103.46
510.44,471.04,467.29,482.95,206.07,238.94,294.18,112.91,-2.0653,521.82,603.63,-466.49,468.67,485.45,501.86,429.46,59.248,327.65,208.26,62.72,-108.39,443.82,-52.821,67.44
510.57,471.55,474.03,483.05,205.71,238.98,310.49,116.66,-0.83716,434.84,565.23,-391.7,470.69,485.67,501.83,429.81,55.825,327.99,208.45,57.592,-121.77,464.48,42.28,60.024
510.67,472.25,480.08,483.17,205.32,239.01,307.53,122.9,-2.0878,329.89,530.17,-352.22,472.75,485.9,501.8,430.12,52.514,328.37,214.32,51.608,-129.54,434.1,138.15,81.286
510.72,473.13,485.45,483.3,204.91,239.06,287.32,130.11,-4.7805,229.8,506.48,-352.11,474.84,486.12,501.77,430.4,49.337,328.77,223.86,46.905,-128.77,352.55,220.77,124.75
510.71,474.16,490.13,483.45,204.47,239.11,256.56,136.25,-7.4023,156.33,499.99,-387.46,476.95,486.34,501.74,430.63,46.316,329.2,233.68,45.099,-119.36,229.15,279.85,178.93
510.63,475.32,494.13,483.62,204.02,239.16,224.3,139.32,-8.5187,125.37,513.47,-448.03,479.06,486.56,501.71,430.83,43.477,329.65,240.48,46.885,-104.13,80.674,311.4,230.02
510.45,476.57,497.48,483.79,203.55,239.22,199.09,138.12,-7.2376,144.22,546.08,-520.04,481.17,486.77,501.68,430.99,40.845,330.12,242.19,51.918,-87.695,-71.881,318.64,264.95
510.16,477.87,500.19,483.98,203.06,239.28,186.52,132.7,-3.4559,211.24,593.21,-589.36,483.25,486.98,501.65,431.1,38.448,330.59,238.55,58.962,-74.821,-206.67,310.77,274.14
509.75,479.19,502.32,484.17,202.57,239.35,187.99,124.45,2.1259,317.45,646.75,-644.24,485.3,487.18,501.63,431.16,36.316,331.07,230.86,66.233,-68.645,-303.93,299.95,253.31
509.21,480.49,503.88,484.36,202.06,239.42,200.85,115.6,8.1759,449.21,695.96,-677.11,487.3,487.38,501.6,431.18,34.481,331.56,221.31,71.861,-69.712,-348.13,297.29,204.12
508.5,481.72,504.91,484.56,201.56,239.5,219.82,108.45,13.046,590.81,728.99,-685.02,489.26,487.58,501.58,431.15,32.974,332.05,212.11,74.378,-76.053,-329.15,309.22,133.56
507.64,482.86,505.48,484.76,201.05,239.58,238.93,104.6,15.2,726.36,734.99,-669.14,491.14,487.78,501.55,431.06,31.83,332.53,204.78,73.12,-84.214,-242.89,335.33,52.3
506.59,483.85,505.61,484.96,200.54,239.66,253.32,104.47,13.687,840.87,706.59,-633.59,492.96,487.98,501.54,430.93,31.083,333.01,199.79,68.424,-90.728,-91.499,368.49,-27.548
505.35,484.66,505.35,485.15,200.03,239.74,260.33,107.34,8.5451,920.87,642.23,-584.24,494.7,488.18,501.52,430.75,30.765,333.48,196.58,61.536,-93.392,116.67,397.08,-94.945
503.9,485.26,504.75,485.34,199.52,239.83,259.66,111.76,0.96336,955.35,547.76,-527.74,496.35,488.38,501.51,430.52,30.912,333.94,194.03,54.222,-91.913,367.5,408.85,-142.06
502.25,485.61,503.85,485.52,199.02,239.91,252.87,116.08,-6.8881,937.39,436.71,-470.96,497.91,488.58,501.5,430.24,31.553,334.39,191.01,48.225,-87.765,642.13,394.93,-165.69
500.38,485.69,502.7,485.69,198.52,239.99,242.55,118.96,-12.379,866.35,328.77,-420.56,499.38,488.79,501.5,429.91,32.719,334.83,186.99,44.769,-83.442,918.78,352.93,-167.6
498.3,485.48,501.34,485.84,198.03,240.07,231.59,119.74,-13.184,750.2,246.53,-382.6,500.75,489.01,501.5,429.54,34.436,335.25,182.36,44.274,-81.445,1175.3,288.22,-153.77
496,484.97,499.8,485.99,197.53,240.14,222.64,118.42,-8.1079,606.75,210.98,-361.95,502.02,489.23,501.5,429.13,36.726,335.65,178.23,46.368,-83.353,1391.9,212.78,-132.65
493.49,484.14,498.13,486.11,197.04,240.21,217.77,115.57,2.2706,463.15,236.72,-361.61,503.18,489.46,501.52,428.67,39.608,336.03,176.06,50.103,-89.236,1554.2,142.21,-112.87
490.78,482.99,496.37,486.23,196.56,240.27,218.12,111.9,15.418,353.01,328.07,-382,504.23,489.7,501.53,428.17,43.095,336.39,177.1,54.247,-97.557,1655,91.536,-101.09
487.88,481.53,494.53,486.33,196.07,240.33,223.6,107.97,27.316,311.33,477.2,-420.67,505.18,489.95,501.55,427.64,47.195,336.71,181.89,57.513,-105.6,1695.2,71.107,-100.47
484.81,479.76,492.65,486.41,195.58,240.37,232.61,104.03,33.585,368.2,664.9,-472.43,506.02,490.21,501.58,427.08,51.908,337.01,190.16,58.672,-110.38,1683.8,83.751,-110.26
481.58,477.7,490.76,486.48,195.08,240.41,242.22,100.1,30.997,542.53,864.13,-530.13,506.75,490.47,501.61,426.49,57.232,337.27,200.86,56.602,-109.71,1636.2,124.06,-126.86
478.22,475.37,488.87,486.53,194.58,240.44,248.84,96.207,18.869,837.15,1045.7,-585.87,507.37,490.75,501.65,425.87,63.153,337.48,212.48,50.371,-103.22,1572.8,180.15,-145.79
474.75,472.8,486.99,486.57,194.08,240.45,249.51,92.735,-0.23909,1236.7,1184.6,-632.36,507.88,491.02,501.69,425.24,69.656,337.65,223.32,39.441,-92.597,1516.2,237.46,-164.27
471.21,470.01,485.15,486.59,193.56,240.46,243.2,90.484,-20.932,1708.6,1266.2,-664.26,508.28,491.3,501.73,424.59,76.715,337.76,231.84,24.001,-81.156,1488.9,283.65,-183.4
467.62,467.05,483.35,486.6,193.04,240.45,231.69,90.531,-36.532,2207.8,1289.4,-678.97,508.57,491.58,501.78,423.93,84.3,337.82,236.88,5.3464,-72.552,1511.8,313.25,-209.37
